timestamp,can_id,rtr,dlc,d0,d1,d2,d3,d4,d5,d6,d7,label,attack_type,inter_arrival_time,packet_rate,rolling_rate,elapsed_time,time_bucket,payload_sum,payload_mean,payload_std,payload_variance,payload_max,payload_min,payload_range,zero_byte_count,non_zero_byte_count,payload_entropy,canid_freq,canid_normalise,isnew_can_id,can_id_changed,rolling_can_frequency,same_can_as_pvr,payload_changed,payload_hamming_distance,same_payload_as_previous,consecutive_same_can_count,rolling_payload_mean,rolling_payload_std,rolling_payload_max,rolling_payload_min,rolling_entropy
1479121434.852938,320,0,8,0,0,0,0,20,32,32,230,0,normal,0.0002510547637939453,3967.391787990564,94438.5882972614,0.0027358531951904297,0,314,39.25,78.39779515850101,6146.214285714285,230,0,230,4,4,1.75,512,0.0512,1,1,1.0,0,1,5,0,1,33.26136363636363,47.40831623980775,255.0,0.0,1.1315638137776114
1479121434.853167,608,0,8,27,36,36,48,255,144,110,57,0,normal,0.00022912025451660156,4345.554032610619,86930.83544187383,0.0029649734497070312,0,713,89.125,78.54832452518822,6169.839285714285,255,27,228,0,8,2.75,513,0.0513,1,1,1.0,0,1,8,0,1,37.916666666666664,50.00331693025612,255.0,0.0,1.2664334959628103
1479121434.853403,672,0,8,96,0,107,29,1,4,221,0,0,normal,0.00023603439331054688,4218.797053176439,80568.37095043558,0.003201007843017578,0,458,57.25,79.41167600368529,6306.214285714285,221,0,221,2,6,2.75,513,0.0513,1,1,1.0,0,1,8,0,1,39.40384615384615,52.26549839744298,255.0,0.0,1.3805539962733633
1479121434.853633,790,0,8,5,36,132,9,36,35,0,125,0,normal,0.00022983551025390625,4332.089109253839,75122.92224749402,0.0034308433532714844,0,378,47.25,52.251452474685195,2730.214285714286,132,0,132,1,7,2.75,513,0.0513,1,1,1.0,0,1,8,0,1,39.964285714285715,52.26449511724599,255.0,0.0,1.478371567968123
1479121434.853867,809,0,8,135,185,126,20,18,32,0,20,0,normal,0.00023412704467773438,4253.01989981885,70398.26209098235,0.0036649703979492188,0,536,67.0,70.26683834803279,4937.428571428572,185,0,185,1,7,2.75,512,0.0512,1,1,1.0,0,1,7,0,1,41.766666666666666,53.46465133263178,255.0,0.0,1.5631467967702481
1479121434.854108,1349,0,8,216,0,0,138,0,0,0,0,0,normal,0.0002410411834716797,4131.528302979919,66256.59122923219,0.0039060115814208984,0,354,44.25,84.545423125256,7147.928571428572,216,0,216,6,2,1.061278124459133,512,0.0512,1,1,1.0,0,1,7,0,1,41.921875,55.407199569670794,255.0,0.0,1.5317800047508037
1479121434.85429,688,0,5,141,255,0,7,2,0,0,0,0,normal,0.0001819133758544922,5467.068744034888,62680.73696539706,0.004087924957275391,0,405,50.625,95.95823124077029,9207.982142857143,255,0,255,4,4,2.0,512,0.0512,1,1,1.0,0,1,4,0,1,42.43382352941177,57.79255437385312,255.0,0.0,1.559322357412521
1479121434.854947,1087,0,8,0,64,96,255,90,108,8,0,0,normal,0.0006570816040039062,1519.5683847045573,59282.8942664697,0.004745006561279297,0,621,77.625,84.4815068520916,7137.125,255,0,255,2,6,2.75,512,0.0512,1,1,1.0,0,1,7,0,1,44.388888888888886,59.27527395597748,255.0,0.0,1.6254711153340478
1479121434.855198,880,0,8,0,32,0,0,0,0,0,0,0,normal,0.00025081634521484375,3971.148096629008,56371.74973121493,0.004995822906494141,0,32,4.0,11.313708498984761,128.0,32,0,32,7,1,0.5435644431995964,512,0.0512,1,1,1.0,0,1,6,0,1,42.26315789473684,56.75098103718838,255.0,0.0,1.5685286589059186
1479121434.855439,1088,0,8,255,0,0,0,255,108,8,0,0,normal,0.0002410411834716797,4131.528302979919,53759.73865980317,0.00523686408996582,0,626,78.25,115.13563430022126,13256.214285714286,255,0,255,4,4,1.75,512,0.0512,1,1,1.0,0,1,5,0,1,44.0625,59.670213700340035,255.0,0.0,1.5776022259606228
1479121434.860027,704,0,8,20,0,0,0,0,0,0,0,0,normal,0.004588127136230469,217.9063622154092,51210.127598013285,0.009824991226196289,0,20,2.5,7.0710678118654755,50.0,20,0,20,7,1,0.5435644431995964,513,0.0513,0,1,1.0476190476190477,0,1,4,0,1,42.083333333333336,57.165492467555524,255.0,0.0,1.528362331543431
1479121434.860229,848,0,8,5,40,148,102,109,0,0,178,0,normal,0.00020194053649902344,4927.551770835158,49106.37415132337,0.010026931762695312,0,582,72.75,70.86959855960805,5022.5,178,0,178,2,6,2.75,512,0.0512,0,1,1.0909090909090908,0,1,6,0,1,43.47727272727273,57.78840638083065,255.0,0.0,1.583891316473275
1479121434.860841,1264,0,8,0,0,0,128,0,79,3,20,0,normal,0.0006120204925537109,1631.2668371561545,47042.23905070741,0.010638952255249023,0,230,28.75,48.43478679036971,2345.9285714285716,128,0,128,4,4,2.0,256,0.0256,1,1,1.0869565217391304,0,1,8,0,1,42.83695652173913,57.38172726820191,255.0,0.0,1.6019829983657414
1479121434.861088,2,0,8,0,0,0,0,0,0,1,23,0,normal,0.00024700164794921875,4032.2312705146282,45250.15539319936,0.010885953903198242,0,24,3.0,8.088792952509753,65.42857142857143,23,0,23,6,2,1.061278124459133,512,0.0512,0,1,1.125,0,1,4,0,1,41.177083333333336,55.327855005048065,255.0,0.0,1.5794536286196326
1479121434.861332,339,0,8,0,0,0,255,0,255,0,0,0,normal,0.00024390220642089844,4083.262517779693,43603.479678182586,0.01112985610961914,0,510,63.75,118.0420627210003,13933.92857142857,255,0,255,6,2,0.8112781244591328,512,0.0512,0,1,1.16,0,1,4,0,1,42.08,57.836423313686154,255.0,0.0,1.5487266084532125
1479121434.861704,790,0,8,5,36,132,9,36,35,0,125,0,normal,0.00037217140197753906,2679.7337488905146,42029.48945013289,0.01150202751159668,0,378,47.25,52.251452474685195,2730.214285714286,132,0,132,1,7,2.75,513,0.0513,0,1,1.1923076923076923,0,1,7,0,1,42.27884615384615,57.621616742955354,255.0,0.0,1.5949294312050122
1479121434.861945,399,0,8,254,54,0,0,0,60,0,0,0,normal,0.00024080276489257812,4135.602007877181,40626.012137456746,0.011742830276489258,0,368,46.0,87.91554388811376,7729.142857142857,254,0,254,5,3,1.5487949406953985,513,0.0513,0,1,1.2222222222222223,0,1,7,0,1,42.416666666666664,58.74361404462788,255.0,0.0,1.5932207463713228
1479121434.86218,608,0,8,27,36,36,48,255,144,110,6,0,normal,0.00023508071899414062,4235.839353000359,39326.36310944045,0.011977910995483398,0,662,82.75,83.44502039409798,6963.071428571428,255,6,249,0,8,2.75,513,0.0513,0,1,1.25,0,1,8,0,1,43.857142857142854,59.62580712853753,255.0,0.0,1.6345342911437757
1479121434.862421,304,0,8,6,128,0,255,19,128,1,159,0,normal,0.0002410411834716797,4131.528302979919,38112.74811611423,0.012218952178955078,0,696,87.0,94.80807681084681,8988.57142857143,255,0,255,1,7,2.75,512,0.0512,0,1,1.2758620689655173,0,1,8,0,1,45.3448275862069,60.838988841720614,255.0,0.0,1.6729986259319214
1479121434.862659,305,0,8,9,128,0,0,29,127,1,45,0,normal,0.00023794174194335938,4185.120573185776,36981.82719801661,0.012456893920898438,0,339,42.375,54.89714408392688,3013.6964285714284,128,0,128,2,6,2.75,512,0.0512,0,1,1.3,0,1,5,0,1,45.24583333333333,60.640927349794154,255.0,0.0,1.7088986717341905
1479121434.862901,320,0,8,0,0,0,0,22,32,33,248,0,normal,0.00024199485778808594,4115.313423101706,35921.61707624516,0.012698888778686523,0,335,41.875,84.57699366342396,7153.267857142857,248,0,248,4,4,2.0,512,0.0512,0,1,1.3225806451612903,0,1,6,0,1,45.13709677419355,61.41305852120156,255.0,0.0,1.71828903716212
1479121434.86314,672,0,8,0,0,107,29,1,4,221,0,0,normal,0.0002391338348388672,4164.344440136945,34929.20230636678,0.01293802261352539,0,362,45.25,79.97097687822216,6395.357142857143,221,0,221,3,5,2.4056390622295662,513,0.0513,0,1,1.34375,0,1,6,0,1,45.140625,61.99299346985846,255.0,0.0,1.7397687254454774
1479121434.863375,809,0,8,135,185,126,20,18,32,0,20,0,normal,0.00023484230041503906,4240.1214635380675,33999.230159614395,0.01317286491394043,0,536,67.0,70.26683834803279,4937.428571428572,185,0,185,1,7,2.75,512,0.0512,0,1,1.3636363636363635,0,1,8,0,1,45.803030303030305,62.24371604192435,255.0,0.0,1.770381794371372
1479121434.86362,1349,0,8,216,0,0,137,0,0,0,0,0,normal,0.00024509429931640625,4063.482993217525,33118.76700766155,0.013417959213256836,0,353,44.125,84.38760487857715,7121.267857142857,216,0,216,6,2,1.061278124459133,512,0.0512,0,1,1.3823529411764706,0,1,7,0,1,45.75367647058823,62.895006890061204,255.0,0.0,1.7495258040798358
1479121434.864254,688,0,5,141,255,0,7,19,0,0,0,0,normal,0.0006339550018310547,1574.9147531970689,32217.514086105413,0.01405191421508789,0,422,52.75,94.91010784647003,9007.92857142857,255,0,255,4,4,2.0,512,0.0512,0,1,1.4,0,1,4,0,1,45.95357142857143,63.8097240602443,255.0,0.0,1.7566822096775547
1479121434.864975,1087,0,8,0,64,96,255,90,106,8,0,0,normal,0.000720977783203125,1385.084171930336,31361.05769960055,0.014772891998291016,0,619,77.375,84.38167962978017,7120.267857142857,255,0,255,2,6,2.75,512,0.0512,0,1,1.4166666666666667,0,1,7,0,1,46.826388888888886,64.3811672705092,255.0,0.0,1.7842743705198447
1479121434.865226,880,0,8,0,32,0,0,0,0,0,0,0,normal,0.0002510547637939453,3967.391787990564,30620.688350638124,0.015023946762084961,0,32,4.0,11.313708498984761,128.0,32,0,32,7,1,0.5435644431995964,512,0.0512,0,1,1.4324324324324325,0,1,6,0,1,45.66891891891892,62.94691162803555,255.0,0.0,1.7507416697814597
1479121434.865464,1088,0,8,255,0,0,0,255,106,8,0,0,normal,0.00023794174194335938,4185.120573185776,29925.01551438937,0.01526188850402832,0,624,78.0,115.0639573703003,13239.714285714286,255,0,255,4,4,1.75,512,0.0512,0,1,1.4473684210526316,0,1,5,0,1,46.51973684210526,64.31841283177937,255.0,0.0,1.7507221521556318
1479121434.869396,1520,0,2,244,0,0,0,0,0,0,0,0,normal,0.003931999206542969,254.25888678960118,29164.22688291246,0.01919388771057129,0,244,30.5,86.2670273047588,7442.0,244,0,244,7,1,0.5435644431995964,102,0.0102,1,1,1.435897435897436,0,1,4,0,1,46.10897435897436,64.88119781826602,255.0,0.0,1.7197693903875284
1479121434.869976,704,0,8,20,0,0,0,0,0,0,0,0,normal,0.0005800724029541016,1720.9559340903497,28478.145109191904,0.01977396011352539,0,20,2.5,7.0710678118654755,50.0,20,0,20,7,1,0.5435644431995964,513,0.0513,0,1,1.475,0,1,1,0,1,45.01875,63.435944568106,255.0,0.0,1.6903642667078302
1479121434.870212,848,0,8,5,40,164,102,109,0,0,130,0,normal,0.00023603439331054688,4218.797053176439,27886.453693191528,0.020009994506835938,0,550,68.75,65.3490627323759,4270.5,164,0,164,2,6,2.75,512,0.0512,0,1,1.5121951219512195,0,1,6,0,1,45.59756097560975,63.482605986746734,255.0,0.0,1.716209040690566
1479121434.870969,1072,0,8,0,0,0,0,0,0,0,0,0,normal,0.0007569789886474609,1319.2977839457023,27253.902362019006,0.0207669734954834,0,0,0.0,0.0,0.0,0,0,0,8,0,-0.0,256,0.0256,0,1,1.5238095238095237,0,1,6,0,1,44.51190476190476,61.971115368014665,255.0,0.0,1.675346920674124
1479121434.871216,1201,0,8,0,0,0,0,0,0,0,0,0,normal,0.00024700164794921875,4032.2312705146282,26713.863499425883,0.021013975143432617,0,0,0.0,0.0,0.0,0,0,0,8,0,-0.0,256,0.0256,0,1,1.5348837209302326,0,0,0,1,1,43.47674418604651,60.52992663852595,255.0,0.0,1.6363853643793769
1479121434.871467,497,0,8,0,0,0,0,0,0,0,0,0,normal,0.0002510547637939453,3967.391787990564,26196.8982332569,0.021265029907226562,0,0,0.0,0.0,0.0,0,0,0,8,0,-0.0,256,0.0256,0,1,1.5454545454545454,0,0,0,1,1,42.48863636363637,59.15424648765036,255.0,0.0,1.5991947879162092
1479121434.871712,339,0,8,0,0,0,255,0,255,0,0,0,normal,0.0002448558807373047,4067.423553185181,25705.132129255304,0.021509885787963867,0,510,63.75,118.0420627210003,13933.92857142857,255,0,255,6,2,0.8112781244591328,512,0.0512,0,1,1.5777777777777777,0,1,2,0,1,42.96111111111111,60.46286462616926,255.0,0.0,1.5816855287282743
1479121434.871964,2,0,8,0,0,0,0,0,0,2,48,0,normal,0.00025200843811035156,3952.4373474209674,25232.247460084993,0.02176189422607422,0,50,6.25,16.88405841530491,285.07142857142856,48,0,48,6,2,1.061278124459133,512,0.0512,0,1,1.608695652173913,0,1,4,0,1,42.16304347826087,59.51549927375916,255.0,0.0,1.5703723242876406
1479121434.872204,399,0,8,254,54,0,0,0,60,0,0,0,normal,0.00024008750915527344,4147.871465858257,24783.643715526978,0.022001981735229492,0,368,46.0,87.91554388811376,7729.142857142857,254,0,254,5,3,1.5487949406953985,513,0.0513,0,1,1.6382978723404256,0,1,5,0,1,42.244680851063826,60.11975554214968,255.0,0.0,1.5699132310197206
1479121434.872437,608,0,8,27,36,36,48,255,144,110,23,0,normal,0.00023293495178222656,4274.692568945039,24356.373899973187,0.02223491668701172,0,679,84.875,81.40276846818979,6626.410714285715,255,23,232,0,8,2.75,513,0.0513,0,1,1.6666666666666667,0,1,8,0,1,43.1328125,60.56315164477552,255.0,0.0,1.594498372040143
1479121434.872674,672,0,8,32,0,107,29,1,4,221,0,0,normal,0.00023698806762695312,4201.891338382151,23945.05792932847,0.022471904754638672,0,394,49.25,78.16420444898583,6109.642857142857,221,0,221,2,6,2.75,513,0.0513,0,1,1.6938775510204083,0,1,8,0,1,43.25765306122449,60.92235680404512,255.0,0.0,1.6180800379168747
1479121434.872908,790,0,8,5,36,120,9,36,35,0,125,0,normal,0.00023412704467773438,4253.01989981885,23551.21716873828,0.022706031799316406,0,366,45.75,49.574619082176085,2457.6428571428573,125,0,125,1,7,2.75,513,0.0513,0,1,1.72,0,1,8,0,1,43.3075,60.695402049607736,255.0,0.0,1.6407184371585373
1479121434.873141,809,0,8,135,185,126,20,18,32,0,20,0,normal,0.00023293495178222656,4274.692568945039,23173.246098154097,0.022938966751098633,0,536,67.0,70.26683834803279,4937.428571428572,185,0,185,1,7,2.75,512,0.0512,0,1,1.7450980392156863,0,1,7,0,1,43.77205882352941,60.88307727114548,255.0,0.0,1.6624690560377817
1479121434.873382,304,0,8,5,128,0,255,0,128,2,203,0,normal,0.0002410411834716797,4131.528302979919,22807.059217477676,0.023180007934570312,0,721,90.125,102.85279008646984,10578.69642857143,255,0,255,2,6,2.5,512,0.0512,0,1,1.7692307692307692,0,1,8,0,1,44.66346153846154,61.690187132978636,255.0,0.0,1.6785754203447474
1479121434.873623,305,0,8,251,127,0,0,32,127,2,189,0,normal,0.00024080276489257812,4135.602007877181,22454.767572013512,0.02342081069946289,0,728,91.0,96.9241234899017,9394.285714285714,251,0,251,2,6,2.5,512,0.0512,0,1,1.7924528301886793,0,1,6,0,1,45.5377358490566,62.35497838499606,255.0,0.0,1.6940739973193748
1479121434.873871,320,0,8,0,0,0,0,24,0,34,163,0,normal,0.00024819374084472656,4012.941884535949,22113.25228150467,0.023669004440307617,0,221,27.625,56.31020587526106,3170.839285714286,163,0,163,5,3,1.5487949406953985,512,0.0512,0,1,1.8148148148148149,0,1,6,0,1,45.20601851851852,62.2430381533343,255.0,0.0,1.691383644418931
1479121434.874105,1349,0,8,216,89,0,137,0,0,0,0,0,normal,0.0002338886260986328,4257.33683494784,21788.599273385455,0.02390289306640625,0,442,55.25,83.6023752225805,6989.357142857143,216,0,216,5,3,1.5487949406953985,512,0.0512,0,1,1.8363636363636364,0,1,6,0,1,45.388636363636365,62.631389736411506,255.0,0.0,1.6887911225330485
1479121434.874284,688,0,5,141,255,0,7,100,0,0,0,0,normal,0.00017905235290527344,5553.940194972657,21498.694646985223,0.024081945419311523,0,503,62.875,95.11562512467204,9046.982142857143,255,0,255,4,4,2.0,512,0.0512,0,1,1.8571428571428572,0,1,4,0,1,45.700892857142854,63.211465368344726,255.0,0.0,1.6943484239163868
1479121434.874969,1087,0,8,0,64,96,255,90,106,8,0,0,normal,0.0006849765777587891,1457.775720662625,21147.099578102374,0.024766921997070312,0,619,77.375,84.38167962978017,7120.267857142857,255,0,255,2,6,2.75,512,0.0512,0,1,1.8771929824561404,0,1,7,0,1,46.25657894736842,63.582872636089206,255.0,0.0,1.712868627005573
1479121434.875215,880,0,8,0,32,0,0,0,0,0,0,0,normal,0.0002460479736328125,4047.796811668248,20852.28401316385,0.025012969970703125,0,32,4.0,11.313708498984761,128.0,32,0,32,7,1,0.5435644431995964,512,0.0512,0,1,1.896551724137931,0,1,6,0,1,45.52801724137931,62.68168015096672,255.0,0.0,1.692708210043401
1479121434.875457,1088,0,8,255,0,0,0,255,106,8,0,0,normal,0.00024199485778808594,4115.313423101706,20568.60654553568,0.02525496482849121,0,624,78.0,115.0639573703003,13239.714285714286,255,0,255,4,4,1.75,512,0.0512,0,1,1.9152542372881356,0,1,5,0,1,46.07838983050848,63.569515358074064,255.0,0.0,1.6936792573308008
1479121434.880011,704,0,8,20,0,0,0,0,0,0,0,0,normal,0.004554033279418945,219.53736419848138,20229.45539251339,0.029808998107910156,0,20,2.5,7.0710678118654755,50.0,20,0,20,7,1,0.5435644431995964,513,0.0513,0,1,1.95,0,1,4,0,1,45.35208333333333,62.627874565637256,255.0,0.0,1.674510677095281
1479121434.880214,848,0,8,5,40,180,102,109,0,0,146,0,normal,0.0002028942108154297,4904.50413477029,19978.226683370063,0.030011892318725586,0,582,72.75,70.99849092963677,5040.785714285715,180,0,180,2,6,2.75,512,0.0512,0,1,1.9836065573770492,0,1,6,0,1,45.80122950819672,62.76509778471922,255.0,0.0,1.6921416496019157
1479121434.880957,2,0,8,0,0,0,0,0,1,3,97,0,normal,0.0007429122924804688,1344.2444897175224,19677.67858347244,0.030754804611206055,0,101,12.625,34.10880699006804,1163.4107142857142,97,0,97,5,3,1.5487949406953985,512,0.0512,0,1,2.0161290322580645,0,1,8,0,1,45.266129032258064,62.30289954609581,255.0,0.0,1.6898296059098752
1479121434.881197,339,0,8,0,0,0,255,0,255,0,0,0,normal,0.00024008750915527344,4147.871465858257,19431.17370858968,0.030994892120361328,0,510,63.75,118.0420627210003,13933.92857142857,255,0,255,6,2,0.8112781244591328,512,0.0512,0,1,2.0476190476190474,0,1,4,0,1,45.55952380952381,63.18764816791969,255.0,0.0,1.675884344299546
1479121434.881438,304,0,8,1,128,0,255,4,128,3,185,0,normal,0.0002410411834716797,4131.528302979919,19192.116749127024,0.031235933303833008,0,704,88.0,100.06569270805483,10013.142857142857,255,0,255,1,7,2.75,512,0.0512,0,1,2.078125,0,1,6,0,1,46.22265625,63.763867613859304,255.0,0.0,1.6926674014198655
1479121434.881679,305,0,8,242,127,0,0,48,127,3,55,0,normal,0.0002410411834716797,4131.528302979919,18960.41538841707,0.03147697448730469,0,602,75.25,85.23874035403654,7265.642857142857,242,0,242,2,6,2.5,512,0.0512,0,1,2.1076923076923078,0,1,6,0,1,46.66923076923077,64.09425027140048,255.0,0.0,1.705087902936483
1479121434.881927,320,0,8,0,0,0,0,2,32,35,220,0,normal,0.000247955322265625,4016.784983343483,18733.996745915956,0.03172492980957031,0,289,36.125,75.79377565850265,5744.696428571428,220,0,220,4,4,2.0,512,0.0512,0,1,2.1363636363636362,0,1,6,0,1,46.509469696969695,64.2715158075687,255.0,0.0,1.709556268043506
1479121434.882173,399,0,8,254,54,0,0,0,60,0,0,0,normal,0.0002460479736328125,4047.796811668248,18514.79973197196,0.031970977783203125,0,368,46.0,87.91554388811376,7729.142857142857,254,0,254,5,3,1.5487949406953985,513,0.0513,0,1,2.1641791044776117,0,1,6,0,1,46.50186567164179,64.62441174906938,255.0,0.0,1.7071568452472656
1479121434.882402,608,0,8,27,36,36,48,255,144,116,35,0,normal,0.0002288818359375,4350.060960326934,18306.494750036003,0.032199859619140625,0,697,87.125,80.48147524208821,6477.267857142857,255,27,228,0,8,2.75,513,0.0513,0,1,2.1911764705882355,0,1,8,0,1,47.099264705882355,64.85760385926083,255.0,0.0,1.7224927739936293
1479121434.882634,672,0,8,64,0,107,29,1,4,221,0,0,normal,0.0002319812774658203,4292.190389189988,18103.388889733887,0.032431840896606445,0,426,53.25,77.97389673107644,6079.928571428572,221,0,221,2,6,2.75,513,0.0513,0,1,2.217391304347826,0,1,8,0,1,47.18840579710145,65.04769506030163,255.0,0.0,1.7373841830661854
1479121434.882865,790,0,8,5,36,120,9,36,35,0,125,0,normal,0.00023102760314941406,4309.8320476812,17906.33807770456,0.03266286849975586,0,366,45.75,49.574619082176085,2457.6428571428573,125,0,125,1,7,2.75,513,0.0513,0,1,2.242857142857143,0,1,8,0,1,47.167857142857144,64.82665111775698,255.0,0.0,1.751850123308097
1479121434.883099,809,0,8,135,185,126,20,18,32,0,20,0,normal,0.00023412704467773438,4253.01989981885,17714.037821678005,0.032896995544433594,0,536,67.0,70.26683834803279,4937.428571428572,185,0,185,1,7,2.75,512,0.0512,0,1,2.267605633802817,0,1,7,0,1,47.44718309859155,64.90327347311299,255.0,0.0,1.7659085722755887
1479121434.883341,1264,0,8,0,0,0,128,0,79,3,20,0,normal,0.00024199485778808594,4115.313423101706,17525.166649475555,0.03313899040222168,0,230,28.75,48.43478679036971,2345.9285714285716,128,0,128,4,4,2.0,256,0.0256,0,1,2.263888888888889,0,1,7,0,1,47.1875,64.67454449140821,255.0,0.0,1.7691598421050942
1479121434.883583,1349,0,8,216,0,0,139,0,0,0,0,0,normal,0.00024199485778808594,4115.313423101706,17341.470029936187,0.033380985260009766,0,355,44.375,84.70442305874165,7174.839285714285,216,0,216,6,2,1.061278124459133,512,0.0512,0,1,2.287671232876712,0,1,5,0,1,47.148972602739725,64.94892638959087,255.0,0.0,1.7594628322743275
1479121434.884273,688,0,5,141,255,0,7,117,0,0,0,0,normal,0.0006899833679199219,1447.2128367001303,17126.68277056813,0.03407096862792969,0,520,65.0,96.24670680822575,9263.42857142857,255,0,255,4,4,2.0,512,0.0512,0,1,2.310810810810811,0,1,4,0,1,47.3902027027027,65.37186936822107,255.0,0.0,1.7627133345408907
1479121434.884963,1087,0,8,0,64,96,255,90,106,8,0,0,normal,0.0006899833679199219,1447.2128367001303,16917.623171449894,0.03476095199584961,0,619,77.375,84.38167962978017,7120.267857142857,255,0,255,2,6,2.75,512,0.0512,0,1,2.3333333333333335,0,1,7,0,1,47.79,65.62533350504185,255.0,0.0,1.7758771567470122
1479121434.885213,880,0,8,0,32,0,0,0,0,0,0,0,normal,0.0002498626708984375,3986.2447307070765,16747.47345512433,0.03501081466674805,0,32,4.0,11.313708498984761,128.0,32,0,32,7,1,0.5435644431995964,512,0.0512,0,1,2.3552631578947367,0,1,6,0,1,47.213815789473685,64.91070686022532,255.0,0.0,1.7596625157792833
1479121434.885455,1088,0,8,255,0,0,0,255,106,8,0,0,normal,0.00024199485778808594,4115.313423101706,16583.419428734425,0.03525280952453613,0,624,78.0,115.0639573703003,13239.714285714286,255,0,255,4,4,1.75,512,0.0512,0,1,2.3766233766233764,0,1,5,0,1,47.61363636363637,65.56204777594057,255.0,0.0,1.7595370285613705
1479121434.889964,704,0,8,20,0,0,0,0,0,0,0,0,normal,0.0045092105865478516,221.71913723554255,16373.654040381876,0.039762020111083984,0,20,2.5,7.0710678118654755,50.0,20,0,20,7,1,0.5435644431995964,513,0.0513,0,1,2.41025641025641,0,1,4,0,1,47.03525641025641,64.81216341742679,255.0,0.0,1.7439476364413475
1479121434.890188,848,0,8,5,40,196,102,109,0,0,226,0,normal,0.0002238750457763672,4446.9140475216445,16222.682648067188,0.03998589515686035,0,678,84.75,89.39598904393226,7991.642857142857,226,0,226,2,6,2.75,512,0.0512,0,1,2.4430379746835444,0,1,6,0,1,47.5126582278481,65.12335108358508,255.0,0.0,1.7566824764863938
